question,intent
그런게 있니,있는지질문
별 게 다 있네,있는지질문
있어,있니
있냐고,있니
있어,있어
있다고,있어
자격증 딸까,자격증
자격증 딸거야,자격증
자격증 따야하나,자격증
자격증 공부해야지,자격증
인생이 쓰디쓰다,자격증
내가 참 못난 거 같아,자격지심
난 진짜 쓰레기야,자격지심
난 정말 안되겠다,자격지심
난 왜 이모양일까,자격지심
난 왜 예쁘게 말을 못할까,자격지심
난 쓰레기야,자격지심
난 멍청해,자격지심
난 멍청한 거 같아,자격지심
나한테 문제가 많아,자격지심
내가 나약하게 느껴지네,자격지심
내가 모자란 것 같아,자격지심
내가 위축되네,자격지심
너무 위축된다,자격지심
자꾸 나약하게 느껴져,자격지심
자신감 하락,자격지심
자신감이 없어,자격지심
자존감 떨어져,자격지심
자존감 바닥을 친다,자격지심
자존감이 너무 떨어졌어,자격지심
장래희망이 없어,자격지심
친구가 예뻐서 위축돼,자격지심
내 성격 너무 소심해,자격지심
나 너무 성격 안 좋은 것 같은데,자격지심
나 너무 소심한 성격이야,자격지심
좋은 점이 없어,자격지심
주눅들어서 말을 못하겠어,자격지심
나 모르는게 왜 이렇게 많지,자격지심
나 문제가 많은거 같아,자격지심
나 뭐하는 거지,자격지심
할줄 아는 게 없어,자격지심
해도해도 모르는게 왜 이렇게 많지,자격지심
내가 네 상사야,자기소개
나 그렇더라고,자기소개
나 직장인이야,자기소개
나 학생이야,자기소개
나도 그거 좋아해,자기소개
난 그렇더라,자기소개
난 그렇던데,자기소개
난 부산,자기소개
난 선생님이야,자기소개
난 선생이야,자기소개
난 제주도,자기소개
난 직장인이야,자기소개
난 학생이야,자기소개
내 경험상 그렇더라,자기소개
선생님이지,자기소개
직장인이야,자기소개
학생이야,자기소개
학생이지,자기소개
나도 괜찮은 사람인데,자랑
나도 잘해,자랑
나도 멋있어,자랑
난 천재다,자랑
내가 최고지,자랑
나 짱이야,자랑
나 제일 잘해,자랑
나 진짜 잘해,자랑
자신감이 없어,자신감
자신감을 갖고 싶어,자신감
자신감 하락,자신감
자신감 제로,자신감
자신감 업되는 비결 좀,자신감
자신감 꺽는데 뭐 있는 듯,자신감
자존감이 바닥을 친다,자존감
자존감이 너무 떨어졌어,자존감
자존감 좀 높이고 싶다,자존감
자존감 어떻게 올려,자존감
내 자존감,자존감
내가 제일 문제인 듯,자책
내가 쓸모없는 인간 같아,자책
내 인생은 가시밭길 같아,자책
내 인생 답 없어,자책
나는 왜 이 모양일까,자책
나는 모자란 사람인 거 같아,자책
나 왜 이렇게 못 생겼지,자책
나 왜 이러지,자책
나 왜 멍청해,자책
나 머리가 나뿐 것 같아,자책
나 머리 나쁜 듯,자책
나는 나약한 존재,자책
나 욕 먹는 거 같아,자책
나만 뒤처지는 느낌이야,자책
나만 제자리걸음이야,자책
나만 제자리인듯,자책
내가 그렇게 부족한가,자책
내가 너무 초라해,자책
다 내 잘못이지,자책
다 내 잘못인 것 같아,자책
다 때려 치우고 싶어,자책
다음에 봐,작별인사
다음에 또 만나자,작별인사
Bye,작별인사
Good bye,작별인사
갈게 잘 있어,작별인사
갈테니까 잘 있으렴,작별인사
갔다 올게,작별인사
그래 다음에 봐,작별인사
나 간다 잘 있어라,작별인사
나 갈거라니까,작별인사
나 이제 갈테니까 잘 있어,작별인사
나 이제 갈테니까 잘 있어라,작별인사
나중에 보자,작별인사
내일 보자,작별인사
내일 봐,작별인사
다시 만나면 좋겠어,작별인사
다시 보면 좋겠네,작별인사
다시 볼 수 있을까,작별인사
다음 주에 보겠네,작별인사
다음에 또 보도록 하자,작별인사
다음에 보자고,작별인사
다음에 보자꾸나,작별인사
또 만나,작별인사
또 보자,작별인사
보고 싶을 거야,작별인사
알겠어 나중에 봐,작별인사
이따 봐,작별인사
이제 가야 돼,작별인사
이제 가야해,작별인사
이제 갈거야,작별인사
이제 자려고 내일 보자,작별인사
이제 자야해 내일 보자,작별인사
잘 가,작별인사
잘 있어,작별인사
잘 있어 나 갈 거야,작별인사
잘 있어라 나 간다,작별인사
잘 있으렴,작별인사
잘 지내,작별인사
잘 지내고 있으렴,작별인사
잘 지내렴,작별인사
좀 이따 보자,작별인사
잔소리하지마,잔소리
잔소리 좀 하지 마,잔소리
잔소리 듣기 싫어,잔소리
아침 잘 잤니,잘잤니
어제 잘 잤니,잘잤니
어제 잘 잤어,잘잤니
잘 잤냐,잘잤니
잘 잤냐고,잘잤니
잘 잤느냐,잘잤니
잘 잤니,잘잤니
잘 잤어,잘잤니
영어 잘 했으면,잘하고싶음
영어 잘 했으면 좋겠다,잘하고싶음
말 잘하고 싶어,잘하고싶음
그림 좀 잘 그렸으면 좋겠다,잘하고싶음
그림 잘 그리고 싶다,잘하고싶음
공부 잘하고 싶다,잘하고싶음
운동 잘하고 싶다,잘하고싶음
아직 잘 시간 아니야,잠
잠도 자야해,잠
누우면 자,잠
누우면 바로 자,잠
아주 잘 잤지,잠
응 아주 잘 잤지,잠
잠 자면 개운해져,잠
잠 자자,잠
잠 좀 자자,잠
잠을 자면 개운해져,잠
잠을 자면 개운해진단다,잠
잠만 잤네,잠
눈이 안 떠져,잠
해 뜨는 거 보고 잤어,잠
침대에 누우면 바로 자,잠
넌 장기가 뭐니,장기
장기가 뭐야,장기
잘 하는 게 뭐니,장기
잘 하는거 뭐 있어,장기
장난 잼있어,장난
장난스러운 사이,장난
장난치니까 좋다,장난
아직 장난인 것 같아,장난
그냥 농담한 거야,장난
그냥 장난친 거야,장난
농담이야,장난
농담이었어,장난
웃기려고 한 거야,장난
장난이라고,장난
장난이야,장난
장난이였어,장난
장난이였지,장난
장난이지롱,장난
장난친 거야,장난
지금 나한테 장난친거,장난
나 갖고 장난친건가,장난
장래희망이 없어,장래희망
의사가 될래,장래희망
의사가 되고싶어,장래희망
요리사가 될래,장래희망
엄마가 되고 싶어,장래희망
아빠가 되고 싶어,장래희망
소방관이 될래,장래희망
선생님이 될래,장래희망
난 유튜버가 되고싶어,장래희망
난 요리사가 될거야,장래희망
난 소방관이 될거야,장래희망
난 소방관이 되고 싶어,장래희망
난 선생님이 될거야,장래희망
난 대통령이 될꺼야,장래희망
난 과학자가 될거야,장래희망
난 경찰이 될거야,장래희망
난 경찰관이 되고 싶어,장래희망
나도 소방관이 될 수 있을까,장래희망
나도 선생님이 될 수 있을까,장래희망
나도 과학자가 될 수 있을까,장래희망
나도 경찰관이 될 수 있을까,장래희망
과학자가 될래,장래희망
공무원이나 할까,장래희망
공무원이 좋지,장래희망
공무원이 되고싶어,장래희망
공무원 할거야,장래희망
공무원 준비할까,장래희망
공무원 되면 좋겠다,장래희망
공무원 되고 싶다,장래희망
공무원 괜찮겠지,장래희망
경찰관이 될래,장래희망
재밌는게 없어,재미없음
완전 재미 없거든,재미없음
뭘 해도 재미없다,재미없음
재밌다,재미있음
꿀잼,재미있음
말하는게 재밌어,재미있음
너 완전 웃겨,재미있음
너 때문에 웃네,재미있음
너 진짜 재미있다,재미있음
정말 재밌어,재미있음
너 때문에 많이 웃었어,재미있음
넌 정말 웃긴 봇이구나,재미있음
내가 지금까지 말해본 봇 중에 네가 제일 웃겨,재미있음
넌 정말 재밌구나,재미있음
너 재미있네,재미있음
너 정말 웃겨,재미있음
재채기 나와,재채기
재채기 나올거 같은데 안 나와,재채기
안녕 좋은 저녁이야,저녁인사
어이 좋은 저녁,저녁인사
좋은 저녁,저녁인사
좋은 저녁 보내,저녁인사
좋은 저녁 시간 보내렴,저녁인사
좋은 저녁이구나,저녁인사
좋은 저녁이네,저녁인사
좋은 저녁이야,저녁인사
저금통 털까,저축
저금통 깰까,저축
돈 모으고 있어,저축
돈 모으는 중이야,저축
살려고 돈 모으고 있어,저축
사려고 돈 모으고 있어,저축
전기 안들어와,전기
전기 나갔다,전기
깜깜한데 전기 안들어오네,전기
전화 와라,전화
전화 왜 안오지,전화
전화벨이 울렸으면,전화
전화 안 받는 이유가 뭘까,전화
전화 안 받으니까 초조해져,전화
전화 왜 안 받지,전화
전화를 왜 안 받냐 진짜,전화
전화 또 안 받네,전화
전화 안 받아,전화
전화는 왜 갖고 다녀 안받으면서,전화
전화를 잘 안 받아,전화
전화 걸어도 되나,전화
전화해도 되겠지,전화
전화할까 말까,전화
전화해야 되나,전화
전화를 너무 안 받아,전화
또 전화 안받아,전화
전화할 사람이 없네,전화
정리가 안돼,정리청소
정리 불가,정리청소
아 정리 해야해,정리청소
정리 해야하는데,정리청소
청소 해야 할 것 같아,정리청소
청소 해야지,정리청소
청소하기 귀찮아,정리청소
청소를 안 했더니 먼지 쌓였어,정리청소
청소는 너무 귀찮아,정리청소
청소 해도 해도 더러워,정리청소
청소 해도 티가 안나,정리청소
정신차리고 싶어,정신없음
정신줄 어디 갔나,정신없음
정신없을수록 침착해야지,정신없음
정신 못차리겠다,정신없음
나 정신차리게 말해줘,정신없음
머리만 바빠,정신없음
머릿속이 복잡해,정신없음
머릿속이 정리 안돼,정신없음
머릿속이 하얘졌어,정신없음
요즘 제 정신이 아니야,정신없음
아무 생각이 안든다,정신없음
나 요즘 정신 놓고 살고 있는 거 같아,정신없음
내가 제정신이 아니다,정신없음
이 현실에서 도망가고 싶어,정신없음
이제 혼자서도 잘할 수 있어,정신없음
옷이 다 젖었어,젖음
비와서 옷 다 젖었어,젖음
젖어서 축축해,젖음
아까 눈와서 길이 다 젖었어,젖음
젖어서 어떻게 하지,젖음
아니 아까 비가 와서 양말 다 젖었어,젖음
조심할 게 많아,조심
조심조심,조심
조심해,조심
현명한 조언을 해줘,조언
조언해줄 수 있어,조언
조언이 필요해,조언
조언이 필요한데 나 도와줘,조언
조언 해줄 수 있니,조언
조언 좀 해줘,조언
방향 좀 잡아줘,조언
내 의견을 존중해줬으면,존중
내 의견 좀 존중해 줬으면,존중
먹고 나니까 졸리당,졸림
벌써 잠 와,졸림
자야겠다,졸림
이제 그만 잘래,졸림
잠 온다,졸림
잠이 너무 와,졸림
잠이 계속 와,졸림
잠 와,졸림
잘래,졸림
자꾸 졸게 되네,졸림
아 몰라 자야겠다,졸림
많이 먹었더니 졸려,졸림
나 먼저 잘게,졸림
너무 졸려,졸림
눈꺼풀이 무거워,졸림
약 먹었더니 졸려,졸림
졸업이다,졸업
일요일에 교회끝나고 어디 가고 싶어,종교
일요일에 교회만 가,종교
종교 뭐야,종교
교회 다니니,종교
성당 다녀,종교
교회 다녀,종교
넌 교회 가니,종교
혹시 종교는 어떻게 생각해,종교
믿는 종교 있니,종교
나도 좋아,좋음
널 만나서 좋아,좋음
날씨 좋구나,좋음
날씨 참 좋구나,좋음
오늘 날씨가 참 좋네,좋음
진짜 진짜 좋아해,좋음
네가 너무 좋아,좋음
널 좋아했어,좋음
넌 특별해,좋음
내가 좋아,좋음
내가 좋니,좋음
난 네가 좋은 것 같아,좋음
낙엽 밟는 소리 좋다,좋음
나도 널 좋아해,좋음
나는 네가 좋다,좋음
그래도 난 네가 좋아,좋음
 좋아하지,좋음
나는 지금의 네가 좋아,좋음
나도 너 만나서 좋아,좋음
나도 완전 좋아,좋음
난 네가 좋아,좋음
너랑 대화하니 좋구나,좋음
너랑 말하니까 좋아,좋음
너랑 말하니까 즐거워,좋음
너랑 얘기하니까 좋아,좋음
너랑 얘기해서 좋았어,좋음
너랑 이야기하는 거 좋아,좋음
너랑 이야기해서 좋아,좋음
너를 만나서 좋아,좋음
널 많이 좋아해,좋음
당근 좋아하지,좋음
만나게 돼서 좋아,좋음
만나서 좋네,좋음
만나서 좋다,좋음
알게 돼서 기뻐,좋음
좋아,좋음
좋았어,좋음
좋아 죽을거 같아,좋음
나를 미소짓게 만든 너,좋음
절망적이야,좌절
좌절 중이야,좌절
좌절했어,좌절
너무 좌절했어,좌절
좌절 할 수 밖에 없었어,좌절
좌절한 기분,좌절
절망 적이네,좌절
정말 절망적이야,좌절
나 절망적인 상황에 놓였어,좌절
절망적이여서 좌절했어,좌절
그렇게나 절망적인 상황이라니,좌절
너무 큰 산 앞에 좌절했지 뭐야,좌절
너무 큰 벽이 내 앞에 있어,좌절
큰 벽 앞에 내가 좌절했지,좌절
완전 좌절이다,좌절
토요일,주말
오늘 토요일이야,주말
일요일,주말
일요일이니까 늦게까지 자야지,주말
일요일이라 주말이지,주말
일요일이니까 쉬지,주말
일요일인데 쉬지,주말
토요일이라 집에 있어,주말
토요일엔 집에 있어야지,주말
주말이네,주말
주말이라 쉬지,주말
주말이라 너무 편해,주말
주말이라 늦게까지 잘거야,주말
공휴일에는 집이 최고,주말
지금 준비됐어,준비
지금 준비 됐니,준비
지금 준비 됐냐고,준비
준비됐어,준비
준비됐니,준비
준비가 안 됐어,준비
준비가 안 됐는데,준비
준비 하려면 멀었어,준비
준비 완료,준비
준비 안됐어,준비
준비 다 됐어,준비
준비 끝,준비
오늘 준비됐어,준비
오늘 밤 준비 됐어,준비
아직은 준비가 안됐네,준비
아직 준비 안 됐어,준비
벌써 준비 했어,준비
벌써 준비 다했지,준비
벌써 다 준비 했지,준비
무슨 준비가 필요해,준비
지각하겠다,지각
지각하겠네,지각
그 건 지루했어,지루함
쳇바퀴 돌듯 돌아가는 삶,지루함
쳇바퀴 도는 하루,지루함
이제 기다리는 것도 지쳐,지루함
시간이 너무 안 가 지루해,지루함
시간이 안 가,지루함
시간 아까워,지루함
요즘 너무 지루해,지루함
기다리는 것도 지쳐,지루함
너무 오래 기다리게 한다,지루함
너 뭐하는 애야,직업
너 직업 뭐야,직업
넌 직업뭔데,직업
넌 직업뭔데 그래,직업
로봇이니,직업
직업 뭔지 말해,직업
직업뭐길래,직업
학생이니,직업
정말,진심
정말 진심이야,진심
정말로,진심
정말이지,진심
진짜라니까,진심
진짜야,진심
진짜일까,진짜
진짜인가,진짜
진짜였니,진짜
진짜니,진짜
진짜 일까,진짜
진짜 인지 모르겠어,진짜
진짜 인지 나는 모르겠구나,진짜
진짜 인가 걱정되네,진짜
진짜 인 것 같더라고,진짜
진짜 인 것 같더라,진짜
진짜 같던데,진짜
정말일까,진짜
정말 일까 모르겠네,진짜
정말 일까,진짜
정말 인지 모르겠어,진짜
정말 인지 모르겠네,진짜
정말 인 것 같은데,진짜
정말 같던데,진짜
정말 같더라,진짜
응 진짜지,진짜
사실인가요,질문
그 게 사실인가요,질문
그런 게 사실인가요,질문
아 그럼 시리보다 더 뛰어나다는 거야,질문
나한테만 왜 이런 일 일어날까,질문
정답이 뭘까,질문
언니가 있으면 뭐가 좋아,질문
온다고 했는데 왜 안 오지,질문
너는 왜,질문
넌 왜,질문
왜 그런데,질문
너는 왜 그러니,질문
너는 왜 신나,질문
너는 왜 슬퍼,질문
너는 왜 우울해,질문
하늘을 날게 해줘,질문
질문 할래,질문
직업이 뭐야,질문
왜 안되는데,질문
미래에 뭐 하지,질문
뭐 먹고 살아,질문
목소리 바꿀 수 있어,질문
넌 직업이 뭐야,질문
너도 배고픔을 느끼니,질문
궁금해,질문
궁금하지,질문
궁금하면 오백원,질문
뭐야,질문
가장 하고 싶은 것은 뭐야,질문
너는 무엇을 좋아해,질문
너는 뭐 좋은데,질문
너는 뭐가 나은데,질문
너는 뭐가 좋아,질문
너는 뭘 고를건데,질문
너는 어떤 걸 하려는데,질문
하고 싶은 것은 뭐야,질문
코 조금만 세워 볼까,질문
하늘 본지가 언젠지,질문
인내하면 얻을 수 있을까,질문
그런 말을 왜 하지,질문
나 괜찮지 않니,질문
나 그동안 뭐한거니,질문
나 다른 거 할까,질문
다른 거 시작 해볼까,질문
다른 거 해볼까,질문
해볼까,질문
새 집 가기로 했어,집
새 집으로 이사 가기로 했어,집
우리집 망한 거 같애,집
우리집 망한 거 같은데 나 어떡하지,집
우리집 망했다,집
집 너무 비싸네,집
집 망한 거 같은데,집
내 집이 생겼어,집
우리집에 놀러와,집
에이씨,짜증화남
에이 짜증나,짜증화남
짜증 나,짜증화남
짜증 난다,짜증화남
짜증,짜증화남
장난 쳐,짜증화남
진짜 화난다,짜증화남
너 때문에 화나,짜증화남
장난 치니,짜증화남
짜증나,짜증화남
짜증난다,짜증화남
짜증나 죽겠어,짜증화남
너 짜증 나,짜증화남
너 지금 나 짜증 나게 하고 있어,짜증화남
너 정말 짜증 나,짜증화남
너 진짜 짜증 나,짜증화남
짜증 나게 하네,짜증화남
너 짜증 난다,짜증화남
너 완전 짜증 나,짜증화남
나 완전 뚜껑 열림,짜증화남
나 미치겠어,짜증화남
누가 손가락질했어,짜증화남
누가 삿대질했어,짜증화남
미치겠네,짜증화남
나 너 때문에 화났어,짜증화남
나 화났어,짜증화남
나 진짜 화났어,짜증화남
화를 한 번 내는게 나을텐데,짜증화남
화를 잘 못 참겠어,짜증화남
화를 못내,짜증화남
화를 못 참겠어,짜증화남
화를 내는 법을 알고 싶어,짜증화남
화내는법을 모르겠어,짜증화남
화 참을 때 어떻게 하지,짜증화남
화 참으려면 어떻게 하지,짜증화남
남동생한테 자꾸 화내게 되네,짜증화남
보기만해도 짜증이 나지,짜증화남
창피해,창피함
괜히 창피해,창피함
도서관에 책 빌리러 가려고,책
도서관 책 반납 안햇다,책
도서관 앞자리 사람 괜찮다,책
도서관 가야지,책
도서관 가서 공부해야지,책
독서 좀 해야겠어,책
최근에 읽은 건 뭐야,책
책만 펴만 잠와,책
책만 보면 졸려,책
책 좀 읽어야지,책
책 빌려봐야지,책
책 반납 안햇다,책
로빈슨 크루소,책
내가 책은 별로 안 좋아해서,책
처음이라 그런거지,처음
처음이잖아,처음
처음 처럼 할래,처음
처음이라 서툴지,처음
뭐든 처음엔 서툰거야,처음
처음이니까 그럴 수 있어,처음
아니 처음이야,처음
처음이지 그 게,처음
처음이였지 그 게,처음
그 때가 처음이였어,처음
어제가 처음이였는데,처음
처음 봤을 때 그랬지,처음
처음부터 그러더라,처음
원래 안그런 줄 알았는데 처음부터 그래,처음
처음부터 그랬어 그 사람,처음
고맙긴,천만에
뭐 이런 거 가지고 그러니,천만에
별 말씀을,천만에
에이 뭘 이런 거 가지고,천만에
에이 별 말씀을,천만에
천만에,천만에
역시 나는 천재야,천재
천재 같아,천재
나 천재임,천재
나 천재 같아,천재
너 만든 사람 최소 천재,천재
체력 관리,체력
체력 떨어지네,체력
체력 길러야지,체력
체력 기를거야,체력
체력이 최고야,체력
체력 먼저지,체력
체력이 제일 우선,체력
자꾸 조급해져,초조함
자꾸 초조해져,초조함
조급해지네,초조함
초조해졌어,초조함
다른 사람들은 잘하는것 같아서 초초해,초조함
조급하고 초초하다,초조함
최선을 다했는데,최선
최선을 다한 거 같은데,최선
좋았었어,추억
그 때 더 좋았어,추억
너랑 얘기하는 거 즐거웠어,추억
만나서 좋았어,추억
추억이 생각나,추억
다 추억이지,추억
추억이야,추억
만나서 참 좋았단다,추억
좋았었지,추억
지금보다 그때 좋았지,추억
참 그 때 좋았지,추억
동상 걸릴거 같아,추움
동상 걸릴 뻔했어,추움
얼어 죽는 줄,추움
얼어죽는 줄 알았어,추움
손발이 차가워,추움
수족냉증이야,추움
겨울엔 좀 춥지 않을까,추움
춥다,추움
추워죽겠다,추움
추워 죽을 뻔했네,추움
추워,추움
추우니까 나가기 싫어,추움
지금 정말 추워,추움
지금 너무 춥네,추움
으슬으슬하네,추움
으슬으슬,추움
여기 정말 추워,추움
여기 너무 춥다,추움
여기 너무 춥구나,추움
아이고 추워라,추움
쌀쌀해,추움
쌀쌀하네,추움
손이랑 발이 차가워,추움
손 얼겠다,추움
손 얼것 같음,추움
손 시려,추움
밖에 너무 춥다,추움
눈 쌓였어,추움
눈 많이 왔어,추움
눈 또 와,추움
너무 추워,추움
날씨가 추워,추움
난방이 안돼나 추워,추움
난방이 안돼,추움
아 진짜 춥다,추움
오늘 살짝 춥네,추움
오늘 진짜 추워,추움
추워 죽겠다,추움
춥더라,추움
너무 추워서 나가기 귀찮아,추움
너무 추워서 시베리아 같아,추움
그제 진짜 춥더라,추움
아 진짜 춥더라 어제,추움
어제 진짜 춥더라,추움
진짜 춥긴 했지,추움
 추웠어,추움과거
합격했어,축하
성공했어,축하
드디어 해냈어,축하
너무 축하해,축하
생일 축하해,축하
진짜 축하해,축하
축하한다,축하
축하해줄래,축하요청
축하해주라,축하요청
축하해 주세요,축하요청
축하 해줄 수 있니,축하요청
축하해 줘,축하요청
출신이 어디야,출신
여기에서 태어났어,출신
여기가 네 고향이야,출신
어디서 태어났어,출신
먼 데서 왔어,출신
네가 사는 도시에 대해 알려줘,출신
네 집,출신
네 고향은 어디야,출신
네 고향,출신
네 거주지,출신
넌 어디에서 태어났니,출신
넌 어디에서 왔어,출신
넌 어디 출신이야,출신
넌 어느 도시에 살아,출신
넌 국적이 어디야,출신
넌 고향이 어디야,출신
너희 집,출신
너 어디 살아,출신
고향이 어디야,출신
베터리 15%야,충전
베터리 겨우 15%야,충전
베터리 충전기도 안 가져 왔네,충전
충전해야겠다,충전
취미가 뭐야,취미
취미 있어,취미
뭐 좋아해,취미
네 취미는,취미
네 취미가 뭔데,취미
네 취미,취미
넌 취미가 있니,취미
넌 취미가 뭐니,취미
뭔가 취미생활 필요해,취미
잠수가 취미,취미
평소에 뭐 하니,취미질문
평소에 뭐 하고 지내,취미질문
평소에 가장 재미 있다고 생각 뭐야,취미질문
평소 취미가 뭐야,취미질문
평소 취미 뭐니,취미질문
취미가 뭐니,취미질문
어떤 게 재미 있다고 생각해,취미질문
뭐가 재미 있었어,취미질문
뭐가 재미 있니,취미질문
넌 뭐가 재밌니,취미질문
치킨 시켜야지,치킨
후라이드가 최고지,치킨
치킨 먹어봤니,치킨
난 치킨이 좋아,치킨
그치 치킨이 최고라니깐,치킨
진짜 치킨이 최고지,치킨
치킨 너무 맛있어,치킨
치킨 너무 좋다,치킨
치킨 맛있어,치킨
친구한테 마음의 빚이 많아,친구
친구한테 미안하다,친구
친구랑 만나면 좋아,친구
친구인듯 친구아닌 친구 같은 너,친구
친구랑 수다 떨고 왔어,친구
친구랑 힐링하고 왔어,친구
친구가 엄청 소심해,친구
친구가 다 떠나 갔어,친구
친구가 없어,친구
친구랑 나랑 자꾸 비교하게 돼,친구
친구랑 비교 돼,친구
친구랑 더 친해지고 싶어,친구
친구가 너무 맘대로야,친구
친구가 다 자기 마음대로 하려고 해,친구
친구네 갔다올게,친구
친구네 놀러가려고,친구
친구가 많으면 재미있을 것 같아,친구
친구들이랑 맛난거 먹고 싶다,친구
친구들한테 인정받을 수 있을까,친구
친구가 다 떠나서 내가 못났나 싶어,친구
친구가 필요해,친구
친구에게 물어 봐야겠다,친구
친구한테 물어봐야지,친구
친구가 지금 놀러온대,친구
친구해줘서 고마워,친구
친구가 돼줘서 고마워,친구
제일 친한 친구야,친구
우린 제일 친한 친구야,친구
우린 베프야,친구
우리 친구지,친구
넌 좋은 친구야,친구
넌 내가 정말 좋아하는 친구야,친구
넌 내 제일 친한 친구야,친구
넌 내 베프야,친구
넌 내 가장 친한 친구야,친구
너랑 친구가 되고 싶어,친구
너라는 친구가 있어서 좋아,친구
너 같은 친구가 있으면 좋겠어,친구
내 친구,친구
난 네 친구야,친구
친구 도와준데,친구
친구 소심해,친구
친구 온다고 했어,친구
친구 온데,친구
친구 올 거야,친구
친구 집 갈거야,친구
친구가 이사하는 거 도와준대,친구
내일은 친구들랑 놀까,친구
놀이터에 친구가 없어,친구
놀이터에서 뛰어 놀고 싶은데 친구가 없어,친구
친구가 도와주고 있는데 마음에 안들어,친구
친구가 도와주는게 마음에 안들어,친구
친구랑 비교하면 내가 작아져,친구
친구랑 있으면 내가 작아져,친구
친구한테 몇 년만에 연락해도 되나,친구
친구랑 친해지는 법,친구
친구네 집에 놀러 가서 내일 오려고,친구
친구네 집에서 자야지,친구
친구가 너무 고맙네,친구
친구한테 진짜 고마워,친구
친구들이랑 가기 좋은 곳,친구
자다가 침대에서 떨어졌어,침대
침대가 최고,침대
침대 누워있으니 편하네,침대
어제 침대 샀느데 진짜 편해,침대
침대에 누워있을 때가 제일 행복하지,침대
침대 만한게 없어,침대
침대 너무 푹신해,침대
정말 잘했어,칭찬
잘했다,칭찬
잘 생겼어,칭찬
잘 생겼네,칭찬
예뻐,칭찬
예뻐요,칭찬
예쁘니,칭찬
예쁘다,칭찬
귀엽다,칭찬
너 이거 잘 하네,칭찬
넌 전문가야,칭찬
너 이거 진짜 잘한다,칭찬
너 멋져,칭찬
덕분에 도움이 많이 됐어,칭찬
너 잘하는구나,칭찬
넌 진짜 전문가야,칭찬
너 일 잘 하는구나,칭찬
너 말 잘 하는구나,칭찬
너 전문가구나,칭찬
넌 최고야,칭찬
훌륭해,칭찬
아주 좋아,칭찬
멋있어,칭찬
그래 다행이다,칭찬
그거 좋네,칭찬
완벽해,칭찬
좋아,칭찬
굳굳굳,칭찬
그럼 좋겠어,칭찬
잘했어,칭찬
대단해,칭찬
짱 멋져,칭찬
너 없인 못 살아,칭찬
바오 없인 못 살아,칭찬
브라보,칭찬
진짜 잘했어,칭찬
정말 짱,칭찬
정말 훌륭해,칭찬
똑똑하다,칭찬
똑똑하구나,칭찬
똑똑해 정말,칭찬
똑똑해,칭찬
천재야,칭찬
너 천재니,칭찬
천재,칭찬
나 천재다,칭찬
내가 천재야,칭찬
내가 더 똑똑해,칭찬
너 정말 똑똑하다,칭찬
좀 똑똑하네,칭찬
영리하구나,칭찬
영리해,칭찬
아는 게 많구나,칭찬
정말 아는게 많아,칭찬
잘 만들었네,칭찬
잘 만들었다,칭찬
너가 너무 좋아,칭찬
진짜 예쁘다,칭찬
너 아주 좋아 보여,칭찬
정말 좋아 보여,칭찬
너 정말 멋지다,칭찬
너 오늘 좋아 보이네,칭찬
넌 예뻐,칭찬
너 아주 멋져,칭찬
너 아주 예쁘다,칭찬
너 매력 있어,칭찬
너 귀엽다,칭찬
넌 천재야,칭찬
너 아는 게 많구나,칭찬
너 진짜 똑똑해,칭찬
너 진짜 똑똑하다,칭찬
너 똑똑하구나,칭찬
너 정말 머리 좋다,칭찬
너 머리 좋다,칭찬
너 참 똑똑하구나,칭찬
너 최고야,칭찬
달달한게 최고야,칭찬
진짜 짱이에요,칭찬
최고,칭찬
말 잘하는구나,칭찬
정말 최고야,칭찬
진짜 잘한다,칭찬
진짜 최고네,칭찬
너무 멋있다,칭찬
멋진 사람이야,칭찬
너 진짜 멋있다,칭찬
내가 본 사람중에 제일 멎져,칭찬
엄마한테 칭찬받았어,칭찬받음
엄마한테 칭찬 받았다,칭찬받음
엄마가 잘했다고 칭찬 해줬어,칭찬받음
시험 잘 봤어,칭찬받음
시크하다는 이야기 들었지,칭찬받음
선생님이 칭찬해주셨어,칭찬받음
선생님께 칭찬 받았어,칭찬받음
샤프하다는 소리 들었어,칭찬받음
똑똑하다고 소리 들었어,칭찬받음
잘 했지,칭찬요구
잘 했니,칭찬요구
나 잘 했지,칭찬요구
잘 생겼지,칭찬요구
예쁘지,칭찬요구
커피 좋지,커피
커피 마셔,커피
커피 달달하니 좋네,커피
커피도 달달한게 좋아요,커피
아이스 바닐라 라떼,커피
아메리카노,커피
커피 너무 달다,커피
크리스마스엔 눈이 올까,크리스마스
크리스마스에 뭐 하나,크리스마스
내일이면 크리스마스 이브네,크리스마스
이번 크리스마스에 눈이 올까,크리스마스
키가 조금만 더 컸으면 좋겠어,키
키가 왜 안 클까,키
키가 안 커,키
키 컸으면,키
키 이제 안 크나,키
키 왜 안 크지,키
내 키가 몇이게,키
내 키 맞춰 봐,키
어떻게 하면 키 클까,키
키가 몇이야,키
너 때문이야,탓
너 때문이잖아,탓
다 나 때문이야,탓
전부 그 말 떄문이야,탓
그렇게 된 건 다 걔 때문이라고,탓
다 그 친구 때문이야,탓
너 때문에 너무 아파,탓
내일 시험이야,테스트
시험 너무 어려워,테스트
백 점이야,테스트
시험 싫다,테스트
채팅봇 테스트 중,테스트
챗봇 테스트,테스트
테스트할래,테스트
테스트 중,테스트
